shipment_id,customer_id,origin_city,destination_city,carrier,shipment_mode,distance_km,package_weight,weather_condition,traffic_level,shipment_status,delay_hours,shipment_date
363,83e5a713-1e06-445f-8351-38cdf9e810c7,Huangfang,Mazyr,UPS,Road,1356,24,Storm,Medium,Delayed,7,2/16/2024
364,65df9aaf-828b-4bb3-9c1c-c28f9f7cfc0e,Thị Trấn Yên Ninh,Calheta,UPS,Rail,875,60,Storm,High,Delivered,40,10/22/2024
365,f25e14eb-23ac-4ba0-aa70-3c6965be29a5,Milwaukee,Songnim,UPS,Sea,2817,68,Storm,Medium,Delivered,21,2/7/2025
366,a14e8fcf-e877-418c-9087-6f8753cb4954,Ljungby,Bertioga,DHL,Rail,1037,73,Clear,High,In Transit,8,5/21/2026
367,a3a7d19b-5258-409b-9a61-bd45423d8c34,Skovorodino,Arnoia,Delhivery,Road,2476,31,Clear,Medium,Delayed,20,9/14/2025
368,a075e0de-c6a9-4731-9234-5cfae7aed8a4,Buenavista,Kozelets’,UPS,Sea,1762,17,Heatwave,High,Delivered,72,11/15/2024
369,23a88816-abd1-4ede-bbc4-6aec32148c5a,Zorak,Tycheró,DHL,Rail,894,9,Fog,Low,Exception,17,12/27/2024
370,205ed380-cea2-4444-b560-49e948bffbca,Neundeut,Stodolishche,FedEx,Rail,2313,66,Storm,High,Delayed,30,7/6/2025
371,c8e49b10-a99d-42e3-bb1c-5d98e2116311,Liuhe,Kliteh,UPS,Air,1681,97,Rain,Low,Delayed,49,7/26/2024
372,976d2fdd-4462-45ac-a734-cc5922a0ff80,Ōkawa,Afikpo,BlueDart,Road,2032,37,Clear,Low,Exception,18,2/26/2024
373,66618012-b5f4-4d8b-8da0-f29db48a3a46,Papringan,Bariri,UPS,Rail,2323,81,Heatwave,Low,Delayed,12,3/8/2024
374,eacf7013-3560-4951-852c-6a0533f00a45,Cavinti,Sumbuya,BlueDart,Rail,969,96,Fog,Low,Exception,18,4/18/2026
375,c22104dc-c5b0-416f-9a72-a27907e6e3e6,Saint-Germain-en-Laye,Makīnsk,BlueDart,Rail,2204,23,Clear,Low,Delivered,71,12/18/2025
376,9eba5e92-1e7a-42ab-bc0e-d82b269ce2c1,Mulhouse,Jinchang,FedEx,Rail,1828,16,Storm,Low,Delayed,9,7/9/2025
377,57e0f07f-027f-4dbe-9c5a-2e85db0f6115,Campos,Guyang,UPS,Sea,1955,87,Heatwave,Medium,In Transit,48,3/12/2025
378,233191c9-d36a-473c-8aaa-9c6704a2b5bb,Caculé,Probolinggo,DHL,Road,1452,31,Fog,Low,Delayed,64,5/29/2024
379,ae7ed44f-1569-4a2e-94fc-1b37f9186d59,Tembayangan Barat,Sollefteå,DHL,Rail,2707,3,Storm,High,Delivered,68,9/10/2025
380,a1cced8d-b7a4-44e9-8c50-528739d8d3a9,Gubengairlangga,Kimch’aek-si,Delhivery,Sea,643,15,Rain,Medium,Delivered,12,7/31/2025
381,188d57c4-7cb8-4b3e-b630-fde27035f27b,Ning’an,Bokkos,DHL,Rail,2729,5,Fog,High,Exception,70,5/19/2026
382,dc40220e-6537-460c-9f6a-b33937cff879,Tegalwero,Shiyan,BlueDart,Air,2823,76,Fog,Medium,Delivered,30,6/30/2024
383,6d2927d9-e860-4145-afdb-2c051760d608,Cincinnati,Uitiuhtuan,DHL,Rail,2979,41,Rain,Medium,Delayed,69,9/3/2024
384,1a2612f6-a005-4d72-a9ce-c37de691773f,Krajansumbermujur,Watsa,UPS,Road,2342,80,Rain,High,Delayed,22,3/19/2025
385,e4d1de8a-3c28-4386-8c72-af7f7b98cf68,Bajia,Áyios Yeóryios,FedEx,Rail,1743,13,Clear,Medium,In Transit,55,7/27/2024
386,5c1f979c-7353-403e-81c3-6b0946ee558c,Mishima,Sekarjalak,UPS,Rail,1734,20,Clear,Low,Delayed,43,2/23/2026
387,bf4298cc-16f2-4375-9d16-60ca582929e7,Santo Tomas,Wielgie,FedEx,Sea,1404,14,Heatwave,High,Delivered,10,6/20/2025
388,b0302a79-1bd2-4df6-95e4-7669b338445b,Milano,Narong,Delhivery,Sea,1210,83,Rain,Medium,Exception,35,8/11/2024
389,c4d64019-ca3d-417d-a339-7ad65acc5998,Cergy-Pontoise,Nantes,Delhivery,Air,311,68,Storm,Medium,In Transit,22,7/8/2025
390,42f21d44-1f6e-4928-a03a-35850ab999ed,Haymā’,Matango,FedEx,Road,2958,78,Heatwave,High,Delayed,62,2/1/2026
391,a0c4edc7-cde9-469f-980f-8841d84cb5ed,Virden,Magsalangi,DHL,Sea,1807,84,Rain,Low,Delayed,57,2/2/2026
392,75a9b8eb-0238-40d7-a4c7-6f084b028447,Khānewāl,Santa Luzia,UPS,Air,1130,91,Clear,High,Delayed,59,7/30/2024
393,b4557cf5-4373-4ba0-bdfc-bcf0d5edae82,Shanmuqiao,Campamento,FedEx,Road,1034,18,Heatwave,Low,Delayed,57,2/26/2025
394,fe93706b-fb44-435d-8b13-12639ce61893,Caridad,Marčelji,UPS,Air,2818,30,Heatwave,High,Delayed,22,4/9/2025
395,2c2b9588-882b-4516-933d-c6fe413e50e0,Paris 16,Bojongnangka,Delhivery,Air,2408,2,Heatwave,High,Delivered,36,7/18/2025
396,5c66bdd8-e7b9-4eef-9515-c4a11bb1ec24,Guri i Zi,Chon Buri,Delhivery,Sea,2176,74,Storm,Low,In Transit,26,2/15/2026
397,82dc3667-e1c1-47ff-96cc-2d3c9ba5e453,Kasama,Pitrufquén,FedEx,Sea,2853,84,Rain,Low,Delayed,60,5/3/2024
398,292a87f3-5e6b-45aa-a0da-2ee6c4e1b25a,Ñuñoa,Riah,DHL,Rail,2385,3,Storm,Medium,Exception,52,1/5/2026
399,70e4595f-5a73-40d2-ade1-aef07df27a3d,Malangabang,Esquel,UPS,Sea,2743,10,Rain,Low,Delivered,6,1/7/2026
400,de57a9bf-41fe-4cc0-9c3d-0ca0c6e5ba82,Huanshi,Naviraí,BlueDart,Air,1399,34,Heatwave,Low,In Transit,18,8/26/2025
401,ca5a3548-6d09-45ad-a0b9-a7020dee151e,Moncada,Kayl,FedEx,Road,2618,48,Fog,Medium,Delayed,50,8/18/2024
402,179d1748-5f0d-4413-b541-567e550e93f3,Jujur,Bosobolo,FedEx,Rail,432,71,Storm,Low,Exception,24,5/6/2026
403,3f247939-b751-4c9a-8fd8-5e6b6dd2515d,Pasarbaru,Zyuzino,Delhivery,Rail,995,77,Clear,High,Delivered,54,1/17/2025
404,68e5e6f6-1e58-45e9-a355-a5443dfb8a6c,Jishigang,Cikuray,UPS,Air,1795,14,Storm,Medium,Exception,35,2/15/2024
405,9f3e2dbc-b9f7-44cb-9833-a789c4710d16,Mahong,Kairouan,DHL,Sea,1091,81,Heatwave,High,Delayed,53,1/31/2026
406,146169aa-380e-4786-8604-82726dccfb84,Choushui,Burgos,DHL,Sea,99,16,Clear,High,In Transit,63,2/5/2026
407,900e507d-c710-4d60-a151-2aa567a85bd5,Niaohe,Villiers,FedEx,Rail,2885,47,Storm,Medium,Delivered,1,11/13/2024
408,e2befc7f-6c02-465e-9807-63daeb836d97,Suure-Jaani,Agbannawag,FedEx,Road,1396,2,Rain,Medium,Delivered,48,10/5/2024
409,f1072147-1888-4ccc-b823-eaf9348e9b8a,Delvinë,Chirongui,BlueDart,Rail,1750,44,Fog,Low,Exception,10,10/21/2024
410,6174144f-8ca8-4950-becf-1a01419f0488,El Tambo,Liudu,DHL,Air,650,97,Fog,High,In Transit,8,11/11/2025
411,bbc0acd3-9df0-4907-90b5-9f0b81b4ed87,Kasoa,Zhulebino,UPS,Sea,1563,79,Fog,Low,In Transit,52,6/11/2025
412,c11ba463-f9ab-4aa9-9678-7be35d250aeb,Rafaela,Reutlingen,UPS,Sea,702,75,Storm,Medium,Exception,12,8/19/2024
413,73f5b8df-41a7-45b0-b210-830a5dd2972f,Farkaždin,Manama,Delhivery,Air,1369,72,Clear,Low,Exception,25,3/4/2025
414,6809bed0-72a9-4848-adf0-7f114aca2628,Xiongzhang,Nioro du Rip,UPS,Sea,788,1,Heatwave,Low,In Transit,30,7/2/2024
415,d61e1113-a798-41c1-952d-ccc643e6eb42,Dengmingsi,Sinchao,BlueDart,Air,1889,18,Rain,High,Delayed,27,2/17/2024
416,a457f117-93ef-467e-bad7-e9f388711375,Carson City,Birātnagar,UPS,Sea,2912,14,Heatwave,High,Exception,11,5/9/2024
417,434541c1-3d0f-4d3e-a5d7-3367ea68b2af,Jardoeira,Los Angeles,BlueDart,Rail,2870,16,Clear,Medium,Exception,59,2/4/2025
418,e6362a75-154e-4c92-98b1-e1443a12124d,Samanggen,Tlumach,DHL,Road,2437,66,Storm,Low,Exception,28,3/1/2026
419,56e4f087-eb67-4515-8ded-4563efb59db3,Padangtikar,Poste du Lac,BlueDart,Air,1447,81,Fog,High,Exception,25,11/22/2024
420,a40dfe79-8267-4fd1-99a7-4990972c7085,Taoyuan,Qianzhou,UPS,Road,1897,55,Clear,High,Delivered,23,4/12/2024
421,d90f8ea4-024a-478b-a718-8649e959e6c6,Nūr,Korenëvo,FedEx,Sea,1113,2,Fog,High,In Transit,58,11/16/2024
422,17b6b88a-4909-4cb1-8097-b4b00c37f0fd,Sidomulyo,Birqīn,BlueDart,Road,117,18,Fog,Low,Delivered,23,12/1/2025
423,31ded2ae-eb3c-4c15-9f65-8d992fb36823,Urkarakh,San Jerónimo,FedEx,Air,1516,32,Clear,Low,In Transit,25,3/17/2025
424,77382df4-fb5f-4cec-b947-2870d092739b,Chahannao,Julcamarca,UPS,Rail,517,38,Fog,High,In Transit,35,3/24/2026
425,4e1f4222-7ec5-4b50-9823-9cc413c502d1,Luzhou,Saint-Gaudens,BlueDart,Sea,1654,42,Rain,High,In Transit,71,9/28/2025
426,972416b2-79a3-486e-a621-613a65fc3723,Berbera,Xiaoling,UPS,Road,2253,95,Rain,Low,In Transit,31,3/9/2026
427,987833b4-14d7-40bb-9cc0-a9d481f5f00c,Miragaia,Encantado,Delhivery,Rail,2010,22,Clear,Medium,Exception,7,3/3/2025
428,26cbbc83-1615-4d5d-b1a2-4c1c9ffe7854,Chavães,Cagdianao,UPS,Air,1766,69,Clear,Medium,Exception,66,3/22/2024
429,6c3b8ec9-7ea3-4dc6-839e-dac83e830a89,Zīrakī,Catriel,Delhivery,Road,666,65,Clear,Low,In Transit,56,11/9/2025
430,6ee06bc5-fc24-428f-9169-70d568022d3f,Malinovskiy,Lowotukan,UPS,Road,882,79,Fog,Low,Exception,10,8/30/2025
431,c565c80b-08f1-467f-9fde-6c0516cb38ba,Targanice,Jaguaribe,BlueDart,Air,657,28,Clear,Low,Delivered,14,5/16/2025
432,081d320f-24e9-4f2e-bac8-1e95d17b4f35,Raffingora,Oebaki,DHL,Air,1936,76,Heatwave,High,Delivered,58,2/16/2025
433,d323ecd3-90ee-4393-b36f-6d820e5a52f4,Richmond,Wiślica,Delhivery,Road,1851,4,Fog,Medium,Exception,50,7/19/2024
434,393a6062-6dc0-4a92-bbb4-ca6198f7d6d6,Wiset Chaichan,Caihe,UPS,Sea,1875,25,Rain,Low,Exception,60,12/4/2024
435,6b43107b-f4d4-41d4-a60d-abd8ed4204e8,Pakel,Uitiuhtuan,Delhivery,Rail,1381,69,Heatwave,Medium,In Transit,41,5/27/2024
436,15f1522b-3e47-4f29-872e-1a731fc5b970,Llauta,Wu’erbu Baolige,UPS,Air,1224,77,Rain,Medium,Delivered,53,5/31/2024
437,43a33e8c-31db-4caa-9b4c-1b8961ed774b,Ludwin,Tonglin,BlueDart,Rail,2630,75,Fog,Medium,Delayed,26,8/20/2024
438,a4604b2b-8435-48bc-8b0b-19adb3bc76e9,Mollas,Guimarães,BlueDart,Road,2084,61,Clear,Medium,Exception,16,3/24/2024
439,a648a061-f7c7-4018-b59b-1dfb4c9c1a87,Burgos,Santa Lucía,Delhivery,Rail,1088,35,Heatwave,High,Delivered,20,3/17/2026
440,4dbfbe7c-9387-4243-8e0e-319fa7fe745d,Kobilje,Suay,BlueDart,Sea,1156,43,Heatwave,Medium,In Transit,54,5/23/2024
441,3f35149e-e275-49f5-93f1-edbf07342d64,Jiangtou,Huangqiao,UPS,Sea,2521,25,Rain,Medium,In Transit,67,1/17/2026
442,0af19f84-ce25-4375-85c3-6a9b3b7e05b7,Kaffrine,Nūrābād,BlueDart,Road,2533,66,Fog,Medium,In Transit,48,10/9/2025
443,74f9bb27-2c83-499f-a0a0-d7ec46d6f637,Reforma,Néos Oropós,DHL,Air,1164,52,Clear,Medium,Delayed,71,1/12/2026
444,6d14215f-0fdc-42e1-8112-aa43e6bec5c9,Tumba,Claveria,UPS,Rail,363,90,Heatwave,Low,In Transit,62,7/17/2025
445,6d393b5b-e9c5-457a-9709-65c62c190c54,Colca,Longtou,UPS,Sea,2113,66,Clear,Medium,Exception,6,1/29/2026
446,3fd835b3-297a-4bc3-a0bb-a5a666f95964,Gharavŭtí,Hongch’ŏn,Delhivery,Rail,233,100,Clear,Medium,Exception,25,12/1/2024
447,265507f1-1e2a-43e1-927e-c3ef5fc7e42d,Yong’an,Zhetang,FedEx,Road,1989,54,Heatwave,Medium,In Transit,34,9/1/2024
448,2a051395-caec-48fe-b56d-ec07b02c64ce,Kota Kinabalu,Jingling,BlueDart,Road,2648,94,Clear,High,Delayed,57,1/21/2026
449,b7998bc9-d019-43b4-aeb6-41e2dcd35e1b,Changsu,Si That,BlueDart,Sea,2435,24,Rain,High,Exception,66,12/10/2025
450,b7065a06-41d9-4b09-b7a7-28a7f01c2626,Altares,San Diego,Delhivery,Sea,482,88,Storm,Low,Delayed,2,11/11/2024
451,c5fe6168-0d12-4c73-9dd9-815ec7e2a041,El Águila,Murmino,UPS,Rail,1135,40,Storm,Medium,Delayed,60,11/18/2024
452,5358ac10-804d-47f1-b99a-5cf99015ec78,Nyalindung,Dingle,Delhivery,Air,1581,55,Heatwave,High,In Transit,69,8/12/2024
453,ef74f0c7-a93a-4b28-8ab6-8e2510aca787,Kyzyl-Oktyabr’skiy,Frashër,Delhivery,Air,108,15,Storm,Low,In Transit,3,12/27/2024
454,ec56a780-f3a1-4dab-8247-501b652e1fb8,Itajuípe,Sison,DHL,Road,237,64,Clear,High,Delivered,30,7/24/2024
455,8fa6f68a-336d-443a-a1b8-be822c6c0bd1,Darfield,Barguzin,BlueDart,Rail,2178,53,Rain,Low,In Transit,40,7/25/2025
456,5ba8284d-2107-406f-97e0-defd4ca624a1,Kazinka,Evinayong,Delhivery,Rail,1775,5,Rain,Low,Delayed,12,11/19/2025
457,1725a006-5dc9-4940-9199-3657f52ffac9,Zangzhai,Yoshida-kasugachō,DHL,Air,1265,83,Storm,Low,Delayed,38,2/6/2026
458,48fb2cc1-e889-4b6e-928f-df777aa79b68,Xuancheng,Tupambaé,UPS,Rail,1882,18,Rain,Low,In Transit,54,7/16/2025
459,706026b0-232a-4f5b-9b8e-ea7c3a3d971f,Tópaga,Rantaupanjangkiri,FedEx,Sea,1255,17,Clear,Medium,Exception,42,2/6/2025
460,e64e17e3-ccac-44bf-b39a-f11baf3d7b75,Jiufeng,Maodao,BlueDart,Rail,274,74,Heatwave,Low,Delayed,68,7/31/2024
461,047cb6fa-8d03-4558-8032-a5cf43edf533,Qiujima,Kalijeruk,FedEx,Rail,1583,73,Rain,Low,Delivered,32,6/24/2024
462,e9a55c01-2aa3-433a-93e5-8d7c5dc5352a,Bendo,Jiulong,BlueDart,Rail,2675,97,Heatwave,High,In Transit,43,4/18/2026
463,2ab0c905-986a-4d23-acd3-cd35c52f183b,Pingyin,Taiyanghe,Delhivery,Air,1600,27,Fog,High,Delivered,50,6/16/2024
464,9022ead0-7d69-4789-9103-d38e17e83d32,Kallithéa,Municipio de Copacabana,BlueDart,Sea,353,79,Heatwave,Medium,Delayed,43,8/30/2024
465,55dfafa1-6153-4d5c-a847-32ee26c9e97a,Bayside,Enewetak,BlueDart,Air,1488,76,Rain,Medium,Delivered,54,6/4/2024
466,9b86fb40-b63c-47db-aa81-ba66790bbdc8,Noisy-le-Grand,Caohe,DHL,Air,2652,29,Heatwave,Medium,In Transit,63,11/1/2024
467,94fc1f9d-2652-45cb-9d61-e2c2c67fd3c6,Nice,Non Sung,DHL,Air,108,46,Rain,Medium,Exception,67,3/25/2025
468,e09f6c94-a0dd-4ca8-b588-af350c9b8a32,Maoyang,Cikayas,FedEx,Road,615,27,Fog,Medium,Delayed,3,11/29/2024
469,ebd5c503-db2b-4d4a-868f-3f259dfec6c0,Konza,Areni,DHL,Sea,1299,43,Fog,High,Delivered,33,7/17/2024
470,6f022248-1a1d-4ba9-8416-508c94e70d36,Kwolla,Bethlehem,UPS,Sea,2851,88,Fog,High,Exception,1,12/10/2024
471,42beec04-1d05-42dd-96e7-f1ba4b110365,Khadan Khāk,Pingtang,BlueDart,Rail,447,43,Storm,Medium,Exception,0,1/6/2026
472,434d65c2-498f-446e-9013-fc9ad7de2e14,Kedungwringin,Batu,FedEx,Rail,126,54,Clear,Medium,Exception,24,1/2/2025
473,9d36eafd-646a-4580-9aea-b63c169460ff,Ngancar,Ochakiv,Delhivery,Road,1189,49,Storm,High,Delivered,48,12/17/2025
474,c56d2e49-243d-49e8-a921-3b2475d96a81,Ejmiatsin,Starokucherganovka,FedEx,Road,2118,29,Rain,High,In Transit,24,6/8/2025
475,962b95f8-dc3c-4cea-b64d-8104ffcdd690,Dorchester,Stěbořice,UPS,Sea,2832,64,Fog,Low,Delayed,49,8/9/2024
476,6dcf3bf3-33a6-427f-9e9f-5d5be358e72e,Cemara,Żyraków,UPS,Sea,976,96,Storm,Medium,In Transit,15,2/18/2025
477,393e2807-44d2-42c7-a8ec-22ee1369a5ee,Itanhandu,Krasnotur’insk,UPS,Sea,819,28,Rain,Medium,Exception,36,4/9/2025
478,985fad25-4d81-4f06-ae10-878fb4a48a04,Sanlidian,Charlotte,FedEx,Sea,1858,72,Fog,High,Delivered,0,8/30/2024
479,4b5a43ce-fe04-4632-a0fc-8219fd9b5f36,Tibati,Cogtong,Delhivery,Rail,262,29,Heatwave,Low,Exception,29,1/12/2026
480,317e4dd1-ddb6-4cf5-ab17-2ac5ead5a81a,Ershilipu,Rufino,Delhivery,Rail,143,53,Heatwave,Medium,Delayed,66,8/4/2024
481,82b8acd1-c6aa-4523-af4f-9f6d47d8c11c,Trpinja,Dobryanka,Delhivery,Road,1410,22,Storm,High,Delayed,24,5/13/2024
482,429b125a-ff9b-4284-bc16-ed8749930c0f,Drobin,Tojeira,FedEx,Rail,2692,17,Clear,High,In Transit,56,2/22/2024
483,6f755887-62eb-483d-b71e-a9bc7d4f2ba9,Vitim,Wanghu,FedEx,Air,58,62,Heatwave,Low,Exception,31,10/24/2025
484,d5e01ca8-0512-460a-b3e3-1bf8b0263513,Ash Shajarah,Al Buţayḩah,FedEx,Road,1725,33,Rain,Medium,Exception,39,6/4/2025
485,b833d1b4-a4fb-4b93-8170-7525a42ec729,Kíti,Sandnes,FedEx,Rail,2316,44,Heatwave,Low,Delayed,6,3/18/2025
486,e5801010-911a-46b0-a7bf-be3dfaf255f1,Sibulan,Bromma,BlueDart,Air,1436,98,Fog,Medium,Delivered,1,11/14/2024
487,a5f2eaa5-459c-48a7-97ff-cc7187d0cc19,Houston,Campelos,BlueDart,Air,2740,29,Rain,High,Delivered,48,5/20/2024
488,c123e63a-0f30-436c-8ed2-a1f70cd9b42a,Aguilar,Qadsīyā,UPS,Road,1867,94,Clear,High,In Transit,49,12/8/2025
489,0e00c40a-9084-49c0-9400-5e3bf62763b8,Longsheng,Ungaran,FedEx,Rail,2906,58,Rain,Medium,Exception,45,8/4/2025
490,c0180561-62b8-4585-ac95-137684492f30,Paraisópolis,Gaoliang,Delhivery,Air,668,11,Heatwave,High,Exception,57,6/29/2024
491,c4a7edfc-a7b1-43d7-9cf7-b6956e4bdb1e,Lusacan,Caicedonia,DHL,Air,2614,50,Heatwave,Low,Delivered,0,3/23/2024
492,0714edf1-2b94-420e-bb5d-d40db9f7f5a7,Eisen,Wierzawice,FedEx,Road,1585,89,Storm,Medium,Exception,6,6/23/2025
493,5cc5e562-70a9-43d3-a1c2-b8db727fcc08,Pende,Aketi,BlueDart,Sea,2405,90,Clear,Low,Delayed,9,12/1/2024
494,0acbe407-803d-4a26-9274-b469f301427f,Tacoma,Melaka,FedEx,Sea,1122,16,Fog,Medium,Delayed,7,5/4/2026
495,3d8e105d-c388-4c4b-af82-5f3adf9c787c,Independencia,Yumbe,Delhivery,Sea,2464,84,Fog,Medium,Exception,26,5/9/2025
496,89d7afd6-1617-4f53-b644-a2103b078f96,Orzech,Panagyurishte,FedEx,Rail,2395,44,Clear,High,Delayed,53,1/13/2026
497,436a3371-7587-4dc2-93a9-955ff8aaf919,Baizhang,Chai Nat,BlueDart,Road,934,71,Rain,High,In Transit,39,11/16/2024
498,d0396154-f3f6-46c7-b73f-9a09f271fa86,Novo Horizonte,Kabongan Kidul,UPS,Road,526,14,Heatwave,Low,Delivered,37,2/19/2026
499,2e5d1efc-bfa6-449b-af1c-75d253e0b338,Lobitos,Springfield,UPS,Air,429,18,Storm,High,Delivered,69,11/30/2025
500,11e14393-f168-42e4-8041-8a6f26606fe0,Kumla,Athi River,BlueDart,Rail,1331,42,Heatwave,Low,Delayed,67,2/1/2025
501,aa50fa02-0889-4d0f-b743-f1a8b4a2ba47,Storozhnytsya,Dabou,UPS,Sea,2367,49,Fog,Medium,In Transit,50,11/14/2025
502,b8f13abd-09d3-49b5-89ea-8d49204bfe71,Tarrafal,Ōkawa,Delhivery,Rail,2688,29,Heatwave,High,Exception,42,8/23/2025
503,c47d2e11-1d1f-4684-a313-5de14fef3f4c,Misasi,Xuxiake,DHL,Rail,531,50,Storm,High,Exception,23,3/29/2026
504,8fa2f972-7505-4ccc-9e4b-acc7f14de7b9,Lanta Timur,Kowary,Delhivery,Rail,2833,28,Fog,Low,Exception,19,8/2/2025
505,2d45f64b-b8f7-4058-8775-536feee35d5a,Vällingby,Tam Kỳ,BlueDart,Rail,761,28,Rain,Low,Delayed,60,5/11/2026
506,c31b6b56-4280-4959-b387-134744c4f03a,Ad Dilam,Ängelholm,UPS,Rail,2727,83,Rain,Low,Delivered,53,3/20/2024
507,d122eb20-cfd9-4ed7-95f3-0f67930e8d5f,Debesy,Sinfra,FedEx,Road,2746,75,Clear,High,Delayed,59,11/17/2025
508,e26575b0-a458-4530-8e66-9751f9e2e72f,Bakıxanov,Caçador,BlueDart,Rail,353,17,Clear,Low,In Transit,44,5/30/2024
509,1369c83c-0570-4c3d-be0c-c40bc3f2ad9d,Malaya Dubna,Los Charrúas,DHL,Air,264,2,Heatwave,Low,Delayed,31,12/21/2025
510,cf939e96-4cbb-40f3-b33b-395014fb415b,Xunzhai,Baomin,FedEx,Rail,2848,19,Heatwave,Medium,Exception,35,10/28/2025
511,b30a9fd2-6a0a-4dc9-96e5-d9fd161ca8c6,Sai,Skalat,Delhivery,Road,1595,36,Heatwave,High,Exception,52,4/6/2024
512,dd6641af-93f4-42bc-a6ff-b0ef65097c8a,Boston,Xicheng,DHL,Sea,982,86,Fog,Low,Delayed,30,2/28/2024
513,45953675-8d9a-44f4-abec-0592fb84c9de,Rokiškis,Mūḩ Ḩasan,BlueDart,Rail,2249,74,Fog,Low,Delivered,37,12/6/2024
514,cf5ff2ca-ff83-4f69-a40c-5c0087f52676,Ресен,Biaoshan,DHL,Air,2223,14,Heatwave,High,Delayed,14,4/24/2025
515,332d761d-2a23-41af-afff-e41e9bc7631d,Mahalapye,Montpellier,Delhivery,Rail,303,96,Fog,Medium,Delivered,65,6/28/2024
516,2bbb0163-610f-4e6e-9950-206363e723ed,Sondo,Dongming,UPS,Road,2761,51,Storm,Low,Delivered,2,4/3/2026
517,13b35c71-eb73-4727-bd8a-0d9aff3765bb,Cidikit Girang,Mouquim,Delhivery,Air,2142,26,Rain,Low,Delayed,41,9/21/2025
518,b007d582-5b41-4dea-97f1-64a6ce99da62,Aegela,Jiuli,FedEx,Rail,1157,57,Heatwave,Medium,Delivered,12,8/29/2025
519,6b2bb93a-4586-4335-a963-5614ce817f9d,Beregovoy,Jaworzyna Śląska,Delhivery,Rail,1327,40,Clear,Low,Exception,72,12/5/2024
520,3688f8e7-da1d-4305-9d97-fbdc098ee348,Konstantinovsk,Belize City,FedEx,Air,2455,65,Clear,Medium,Delivered,56,8/11/2025
521,0601956b-ddb5-4720-b3b2-52d28f9a4192,Mityana,Kilifi,BlueDart,Air,1957,59,Rain,Medium,Delivered,51,2/14/2025
522,f0a1e885-e470-45f3-9653-a5bf6d8ed111,Beipai,Xinmin,UPS,Sea,1783,76,Fog,Low,Delivered,44,4/11/2024
523,d96d88b3-57a3-412d-9f7e-119ec6267176,Jarada,Potosí,DHL,Sea,1269,100,Clear,Medium,In Transit,1,8/29/2024
524,9da44234-9ce0-4c8a-8a78-22011c315bd9,Datian,Rättvik,UPS,Sea,787,39,Rain,High,Delayed,28,4/5/2025
525,c46e6878-f874-4aee-b102-56366a7cfe07,Yuquan,Velas,Delhivery,Rail,2637,70,Fog,Medium,Delivered,53,2/15/2025
526,3b10c2d1-74e1-4bbe-ab32-35d6b876d691,Pelabuhanratu,Milíkov,DHL,Road,2229,92,Clear,High,Exception,42,9/3/2024
527,c6ae5937-dec7-40e4-942a-848b9dd4f39e,Asia,Monasterevin,Delhivery,Sea,2992,4,Clear,Medium,In Transit,60,3/5/2025
528,fedfb2c4-c791-46a7-acde-fe48ae6b4af0,Peer,Hōfu,DHL,Sea,159,13,Heatwave,High,Delivered,62,11/5/2025
529,faba8527-50c2-47bb-9bbb-89ec2d32689d,Kowŏn-ŭp,Hässleholm,UPS,Road,2359,9,Fog,Low,Delivered,34,2/1/2026
530,45b33a7c-7915-4416-a299-5c226859124f,São João de Caparica,Unecha,DHL,Air,2424,80,Heatwave,High,Exception,47,4/4/2024
531,7911b488-c8a9-4042-94fd-14ae3cdb5761,Coruripe,Girardot,Delhivery,Air,2054,61,Fog,Medium,Delivered,47,1/12/2025
532,cf64964f-3812-49e4-aaf8-3a597eaae890,Buyunshan,Nyrob,BlueDart,Sea,2958,59,Rain,Low,Exception,28,1/31/2025
533,ea1433ec-6ac3-4839-b3f6-30451289912c,Pingshan,Nguru,BlueDart,Sea,1823,2,Heatwave,High,In Transit,36,2/5/2026
534,2c00d437-3167-4579-9097-a0c6f1312049,København,Moshiyi,DHL,Sea,2091,29,Fog,Medium,Delivered,6,10/6/2025
535,bc2e2c04-947b-4fd1-bb34-cb44faffb81c,Waxi,Saqqez,BlueDart,Rail,1071,41,Rain,Medium,Delayed,66,4/13/2025
536,1988ad3e-9967-4869-9ba4-7e814335acae,Paccho,Tabia,DHL,Rail,2023,8,Rain,Medium,Exception,71,11/25/2024
537,437b8684-e873-4827-9395-9b24eb651978,Zyryanovsk,Kutampi,FedEx,Sea,2066,41,Clear,Medium,Exception,71,6/5/2025
538,9b8cbf93-fb1f-4b0f-b928-0f6d42367143,Selkirk,Ārt Khwājah,Delhivery,Sea,2155,8,Storm,High,In Transit,33,8/5/2024
539,f37c2873-013b-422f-8690-b90e8872e193,Sida,Wang Yang,DHL,Rail,1755,57,Heatwave,High,Exception,21,11/22/2025
540,21fd0a0c-3d2c-4798-a2c5-4f3b45f545db,Ghurayd Gharamē,Jacura,UPS,Sea,2115,34,Rain,Medium,Delivered,27,3/4/2026
541,0d0bf759-33d7-4172-bcc2-366bab6665e0,Kuala Lumpur,Daba,DHL,Rail,1590,99,Fog,Medium,Exception,51,4/3/2024
542,37f6d785-f9be-4ca0-a072-d8a2bb38e02d,Phumĭ Véal Srê,Nanqi,BlueDart,Rail,2246,67,Clear,High,Exception,38,12/7/2025
543,bd0b7fbe-c43f-4482-86c8-21b0db835de4,Paris 19,Baohe,Delhivery,Rail,1152,80,Heatwave,Low,Delayed,58,5/3/2026
